순위,선수명,팀명,타율,장타,땅볼,뜬공,땅볼/뜬공,결승타,볼넷/삼진,투구수/타석,순수장타율,추정득점,(1.8x출루율+장타율)/4
1,이재용,한화,0.500,0,0,0,-,0,0.00,3.00,0.000,0.4,0.35
2,최인호,한화,0.298,10,34,37,0.92,1,0.45,3.86,0.130,20.3,0.27
3,노시환,한화,0.298,62,120,126,0.95,13,0.63,4.16,0.243,101.8,0.31
4,문현빈,한화,0.266,29,122,113,1.08,4,0.39,3.56,0.096,52.0,0.236
5,채은성,한화,0.263,40,118,167,0.71,10,0.51,3.81,0.165,77.4,0.265
6,김태연,한화,0.261,17,53,73,0.73,2,0.46,3.97,0.102,33.0,0.242
7,이도윤,한화,0.252,16,87,89,0.98,0,0.33,3.50,0.065,29.4,0.215
8,이진영,한화,0.249,32,73,74,0.99,5,0.42,4.28,0.145,53.6,0.253
9,최재훈,한화,0.248,13,85,115,0.74,2,1.17,4.23,0.046,46.0,0.25
10,윌리엄스,한화,0.244,23,63,72,0.88,4,0.13,3.67,0.159,27.8,0.225
11,오선진,한화,0.230,6,47,48,0.98,1,0.71,4.38,0.036,17.1,0.221
12,김인환,한화,0.225,23,73,91,0.80,4,0.38,3.92,0.114,35.4,0.22
13,장운호,한화,0.222,0,1,4,0.25,0,1.00,3.91,0.000,1.0,0.219
13,장진혁,한화,0.222,6,39,47,0.83,1,0.37,4.09,0.043,12.0,0.195
15,정은원,한화,0.222,14,111,119,0.93,1,0.85,4.26,0.046,41.0,0.217
16,노수광,한화,0.221,5,19,16,1.19,1,0.48,4.21,0.065,8.2,0.218
17,박상언,한화,0.200,7,26,54,0.48,1,0.26,3.75,0.069,8.3,0.181
18,이원석,한화,0.190,2,30,31,0.97,0,0.64,4.14,0.026,10.8,0.198
19,박정현,한화,0.181,8,23,27,0.85,0,0.08,3.73,0.114,5.8,0.172
20,이명기,한화,0.175,1,17,7,2.43,0,0.22,3.62,0.025,1.5,0.146
21,김건,한화,0.167,0,1,1,1.00,0,0.00,3.83,0.000,0.0,0.117
22,권광민,한화,0.151,4,18,20,0.90,0,0.25,3.94,0.123,4.4,0.17
23,유로결,한화,0.146,1,18,15,1.20,0,0.10,3.70,0.021,0.5,0.12
24,이성곤,한화,0.143,0,5,4,1.25,0,0.33,3.50,0.000,0.3,0.126
25,오그레디,한화,0.125,3,11,20,0.55,2,0.13,4.44,0.038,1.3,0.119
26,하주석,한화,0.114,1,15,6,2.50,0,0.20,3.13,0.029,0.4,0.119
27,강재민,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
27,김서현,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
27,박상원,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
27,박준영,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
27,유상빈,한화,0.000,0,1,4,0.25,0,1.00,4.75,0.000,0.1,0.113
27,윤대경,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
27,이민준,한화,0.000,0,0,1,0.00,0,-,4.00,0.000,0.3,0.225
27,이상혁,한화,0.000,0,1,0,-,0,0.00,4.00,0.000,-0.3,0.0
27,이태양,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
27,장지승,한화,0.000,0,1,2,0.50,0,-,2.67,0.000,-0.3,0.0
27,정우람,한화,-,0,0,0,-,0,-,-,-,0.0,0.0
27,허관회,한화,0.000,0,3,2,1.50,0,0.00,3.71,0.000,-0.6,0.0
