선수명,포지션,수비 승리 기여도,년도,순위,팀명,경기,선발경기,수비이닝,실책,견제사,풋아웃,어시스트,병살,수비율,포일,도루허용,도루저지,도루저지율
마차도,유격수,1.977,2021,2,롯데,133,127,1076 2/3,11,0,235,337,78,0.981,0,0,0,-
안중열,포수,1.017,2021,10,롯데,56,41,364 2/3,1,2,292,31,1,0.997,1,20,13,39.4
지시완,포수,0.864,2021,7,롯데,72,52,448 1/3,1,0,395,40,3,0.998,5,38,14,26.9
한동희,3루수,0.264,2021,3,롯데,124,116,992 1/3,14,0,89,195,22,0.953,0,0,0,-
김주현,1루수,0.150,2021,69,롯데,2,1,11,0,0,11,1,4,1.000,0,0,0,-
김민수,유격수,0.150,2021,59,롯데,6,2,23,0,0,5,4,0,1.000,0,0,0,-
이호연,1루수,0.131,2021,75,롯데,1,1,9,0,0,10,1,3,1.000,0,0,0,-
김민수,3루수,0.117,2021,33,롯데,22,14,145 1/3,0,0,9,30,3,1.000,0,0,0,-
강태율,포수,0.115,2021,42,롯데,18,10,79 1/3,4,0,55,8,1,0.940,0,8,3,27.3
이주찬,유격수,0.080,2021,75,롯데,1,1,8,0,0,2,3,0,1.000,0,0,0,-
이호연,3루수,0.069,2021,75,롯데,1,0,2,0,0,0,1,1,1.000,0,0,0,-
나승엽,1루수,0.050,2021,26,롯데,27,11,121 1/3,4,0,100,9,8,0.965,0,0,0,-
추재현,우익수,0.047,2021,38,롯데,20,9,93,0,0,26,1,0,1.000,0,0,0,-
강로한,좌익수,0.036,2021,69,롯데,2,1,11,0,0,7,0,0,1.000,0,0,0,-
추재현,중견수,0.028,2021,12,롯데,47,39,315 1/3,1,0,77,0,0,0.987,0,0,0,-
최종은,2루수,0.010,2021,75,롯데,1,0,1,0,0,0,1,0,1.000,0,0,0,-
이호연,2루수,0.001,2021,75,롯데,1,0,1,0,0,0,0,0,-,0,0,0,-
한동희,2루수,-0.001,2021,69,롯데,2,0,3,0,0,0,0,0,-,0,0,0,-
장두성,좌익수,-0.001,2021,75,롯데,1,0,2,0,0,0,0,0,-,0,0,0,-
최민재,중견수,-0.024,2021,59,롯데,6,3,23,0,0,7,0,0,1.000,0,0,0,-
한동희,1루수,-0.029,2021,66,롯데,3,1,9 1/3,0,0,13,0,1,1.000,0,0,0,-
이주찬,2루수,-0.035,2021,75,롯데,1,1,9,0,0,3,2,1,1.000,0,0,0,-
추재현,좌익수,-0.039,2021,24,롯데,29,20,177,1,0,35,3,0,0.974,0,0,0,-
손성빈,포수,-0.046,2021,51,롯데,12,3,37 2/3,0,0,33,3,0,1.000,0,1,1,50.0
정보근,포수,-0.049,2021,54,롯데,11,7,54,1,1,41,6,0,0.979,0,1,1,50.0
김민수,1루수,-0.056,2021,33,롯데,22,9,96 1/3,0,0,94,10,5,1.000,0,0,0,-
강로한,중견수,-0.058,2021,47,롯데,14,6,68 2/3,1,0,27,0,0,0.964,0,0,0,-
김재유,우익수,-0.060,2021,63,롯데,5,1,16,0,0,3,0,0,1.000,0,0,0,-
나승엽,3루수,-0.068,2021,37,롯데,21,13,110,1,0,7,16,3,0.958,0,0,0,-
배성근,2루수,-0.098,2021,27,롯데,26,7,92,3,0,25,31,3,0.949,0,0,0,-
장두성,우익수,-0.102,2021,66,롯데,3,1,12,0,0,1,0,0,1.000,0,0,0,-
김재유,좌익수,-0.103,2021,55,롯데,9,1,22,1,0,8,0,0,0.889,0,0,0,-
이병규,1루수,-0.129,2021,66,롯데,3,2,17,0,0,17,0,0,1.000,0,0,0,-
배성근,3루수,-0.140,2021,57,롯데,7,0,8 1/3,0,0,0,1,0,1.000,0,0,0,-
최민재,좌익수,-0.150,2021,56,롯데,8,3,37,0,0,4,0,0,1.000,0,0,0,-
정훈,중견수,-0.228,2021,42,롯데,18,16,124 1/3,0,0,17,1,1,1.000,0,0,0,-
배성근,유격수,-0.266,2021,21,롯데,34,14,162 1/3,4,0,36,34,4,0.946,0,0,0,-
김재유,중견수,-0.294,2021,11,롯데,55,38,339 1/3,3,0,88,3,1,0.968,0,0,0,-
김민수,2루수,-0.300,2021,19,롯데,35,23,205 1/3,3,0,51,60,18,0.974,0,0,0,-
장두성,중견수,-0.430,2021,19,롯데,35,7,100,1,0,15,0,0,0.938,0,0,0,-
이대호,1루수,-0.450,2021,42,롯데,18,15,118 1/3,2,0,107,9,12,0.983,0,0,0,-
민병헌,중견수,-0.520,2021,51,롯데,12,11,88 1/3,0,0,17,0,0,1.000,0,0,0,-
정훈,1루수,-0.536,2021,6,롯데,100,94,796 2/3,1,0,746,44,66,0.999,0,0,0,-
안치홍,2루수,-0.716,2021,5,롯데,110,108,908 2/3,10,0,176,290,67,0.979,0,0,0,-
손아섭,우익수,-0.997,2021,1,롯데,134,131,1118,5,0,222,5,0,0.978,0,0,0,-
전준우,좌익수,-1.450,2021,4,롯데,116,116,969,0,0,233,6,2,1.0,0,0,0,-
이대호,포수,,2021,75,롯데,1,0,1,0,0,0,0,0,-,0,0,0,-
